code,name,category
SG.VAW.REAS.ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%),Gender
SG.VAW.ARGU.ZS,Women who believe a husband is justified in beating his wife when she argues with him (%),Gender
SG.VAW.BURN.ZS,Women who believe a husband is justified in beating his wife when she burns the food (%),Gender
SG.VAW.GOES.ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),Gender
SG.VAW.NEGL.ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%),Gender
SG.VAW.REFU.ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),Gender
SP.M15.2024.FE.ZS,Women who were first married by age 15 (% of women ages 20-24),Gender
SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),Gender
SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),Gender
SH.STA.ARIC.ZS,ARI treatment (% of children under 5 taken to a health provider),Health
SP.ADO.TFRT,"Adolescent fertility rate (births per 1,000 women ages 15-19)",Health
SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,Health
SH.HIV.INCD,Adults (ages 15-49) newly infected with HIV,Health
SP.POP.DPND,Age dependency ratio (% of working-age population),Health
SP.POP.DPND.OL,"Age dependency ratio, old (% of working-age population)",Health
SP.POP.DPND.YG,"Age dependency ratio, young (% of working-age population)",Health
SH.HIV.ARTC.ZS,Antiretroviral therapy coverage (% of people living with HIV),Health
SH.HIV.PMTC.ZS,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),Health
SP.DYN.CBRT.IN,"Birth rate, crude (per 1,000 people)",Health
SH.STA.BRTC.ZS,Births attended by skilled health staff (% of total),Health
SH.DTH.COMM.ZS,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",Health
SH.DTH.INJR.ZS,"Cause of death, by injury (% of total)",Health
SH.DTH.NCOM.ZS,"Cause of death, by non-communicable diseases (% of total)",Health
SH.HIV.0014,Children (0-14) living with HIV,Health
SH.HIV.INCD.14,Children (ages 0-14) newly infected with HIV,Health
SH.MLR.TRET.ZS,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),Health
SH.MED.CMHW.P3,"Community health workers (per 1,000 people)",Health
SP.REG.BRTH.ZS,Completeness of birth registration (%),Health
SP.REG.BRTH.FE.ZS,"Completeness of birth registration, female (%)",Health
SP.REG.BRTH.MA.ZS,"Completeness of birth registration, male (%)",Health
SP.REG.BRTH.RU.ZS,"Completeness of birth registration, rural (%)",Health
SP.REG.BRTH.UR.ZS,"Completeness of birth registration, urban (%)",Health
SP.REG.DTHS.ZS,Completeness of death registration with cause-of-death information (%),Health
SH.CON.1524.FE.ZS,"Condom use, population ages 15-24, female (% of females ages 15-24)",Health
SH.CON.1524.MA.ZS,"Condom use, population ages 15-24, male (% of males ages 15-24)",Health
SN.ITK.SALT.ZS,Consumption of iodized salt (% of households),Health
SP.DYN.CONU.ZS,"Contraceptive prevalence, any method (% of married women ages 15-49)",Health
SP.DYN.CONM.ZS,"Contraceptive prevalence, any modern method (% of married women ages 15-49)",Health
SH.XPD.CHEX.GD.ZS,Current health expenditure (% of GDP),Health
SH.XPD.CHEX.PC.CD,Current health expenditure per capita (current US$),Health
SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)",Health
SP.DYN.CDRT.IN,"Death rate, crude (per 1,000 people)",Health
SH.FPL.SATM.ZS,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),Health
SH.STA.DIAB.ZS,Diabetes prevalence (% of population ages 20 to 79),Health
SH.STA.ORCF.ZS,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),Health
SH.STA.ORTH,Diarrhea treatment (% of children under 5 who received ORS packet),Health
SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),Health
SH.XPD.GHED.CH.ZS,Domestic general government health expenditure (% of current health expenditure),Health
SH.XPD.GHED.GE.ZS,Domestic general government health expenditure (% of general government expenditure),Health
SH.XPD.GHED.PC.CD,Domestic general government health expenditure per capita (current US$),Health
SH.XPD.GHED.PP.CD,"Domestic general government health expenditure per capita, PPP (current international $)",Health
SH.XPD.PVTD.CH.ZS,Domestic private health expenditure (% of current health expenditure),Health
SH.XPD.PVTD.PC.CD,Domestic private health expenditure per capita (current US$),Health
SH.XPD.PVTD.PP.CD,"Domestic private health expenditure per capita, PPP (current international $)",Health
SH.STA.BFED.ZS,Exclusive breastfeeding (% of children under 6 months),Health
SH.XPD.EHEX.CH.ZS,External health expenditure (% of current health expenditure),Health
SH.XPD.EHEX.PC.CD,External health expenditure per capita (current US$),Health
SH.XPD.EHEX.PP.CD,"External health expenditure per capita, PPP (current international $)",Health
SH.STA.FGMS.ZS,Female genital mutilation prevalence (%),Health
SP.HOU.FEMA.ZS,Female headed households (% of households with a female head),Health
SP.DYN.TFRT.IN,"Fertility rate, total (births per woman)",Health
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",Health
SH.IMM.IDPT,"Immunization, DPT (% of children ages 12-23 months)",Health
SH.IMM.HEPB,"Immunization, HepB3 (% of one-year-old children)",Health
SH.IMM.MEAS,"Immunization, measles (% of children ages 12-23 months)",Health
SH.HIV.INCD.YG.P3,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",Health
SH.HIV.INCD.ZS,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",Health
SH.HIV.INCD.TL.P3,"Incidence of HIV, all (per 1,000 uninfected population)",Health
SH.MLR.INCD.P3,"Incidence of malaria (per 1,000 population at risk)",Health
SH.TBS.INCD,"Incidence of tuberculosis (per 100,000 people)",Health
SM.POP.TOTL.ZS,International migrant stock (% of population),Health
SM.POP.TOTL,"International migrant stock, total",Health
SP.DYN.LE00.FE.IN,"Life expectancy at birth, female (years)",Health
SP.DYN.LE00.MA.IN,"Life expectancy at birth, male (years)",Health
SP.DYN.LE00.IN,"Life expectancy at birth, total (years)",Health
SH.MMR.RISK.ZS,Lifetime risk of maternal death (%),Health
SH.MMR.RISK,Lifetime risk of maternal death (1 in: rate varies by country),Health
SH.STA.BRTW.ZS,Low-birthweight babies (% of births),Health
SH.STA.MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",Health
SH.STA.MMRT.NE,"Maternal mortality ratio (national estimate, per 100,000 live births)",Health
SH.STA.TRAF.P5,"Mortality caused by road traffic injury (per 100,000 population)",Health
SH.DYN.NCOM.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Health
SH.DYN.NCOM.FE.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",Health
SH.DYN.NCOM.MA.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",Health
SH.STA.AIRP.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",Health
SH.STA.AIRP.FE.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",Health
SH.STA.AIRP.MA.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",Health
SH.STA.POIS.P5,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",Health
SH.STA.POIS.P5.FE,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",Health
SH.STA.POIS.P5.MA,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",Health
SH.STA.WASH.P5,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",Health
SP.DYN.AMRT.FE,"Mortality rate, adult, female (per 1,000 female adults)",Health
SP.DYN.AMRT.MA,"Mortality rate, adult, male (per 1,000 male adults)",Health
SP.DYN.IMRT.IN,"Mortality rate, infant (per 1,000 live births)",Health
SP.DYN.IMRT.FE.IN,"Mortality rate, infant, female (per 1,000 live births)",Health
SP.DYN.IMRT.MA.IN,"Mortality rate, infant, male (per 1,000 live births)",Health
SH.DYN.NMRT,"Mortality rate, neonatal (per 1,000 live births)",Health
SH.DYN.MORT,"Mortality rate, under-5 (per 1,000 live births)",Health
SH.DYN.MORT.FE,"Mortality rate, under-5, female (per 1,000 live births)",Health
SH.DYN.MORT.MA,"Mortality rate, under-5, male (per 1,000 live births)",Health
SM.POP.NETM,Net migration,Health
SH.VAC.TTNS.ZS,Newborns protected against tetanus (%),Health
SH.DTH.IMRT,Number of infant deaths,Health
SH.MMR.DTHS,Number of maternal deaths,Health
SH.DTH.NMRT,Number of neonatal deaths,Health
SH.SGR.PROC.P5,"Number of surgical procedures (per 100,000 population)",Health
SH.DTH.MORT,Number of under-five deaths,Health
SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",Health
SH.XPD.OOPC.CH.ZS,Out-of-pocket expenditure (% of current health expenditure),Health
SH.XPD.OOPC.PC.CD,Out-of-pocket expenditure per capita (current US$),Health
SH.XPD.OOPC.PP.CD,"Out-of-pocket expenditure per capita, PPP (current international $)",Health
SH.STA.ODFC.ZS,People practicing open defecation (% of population),Health
SH.STA.ODFC.RU.ZS,"People practicing open defecation, rural (% of rural population)",Health
SH.STA.ODFC.UR.ZS,"People practicing open defecation, urban (% of urban population)",Health
SH.H2O.BASW.ZS,People using at least basic drinking water services (% of population),Health
SH.H2O.BASW.RU.ZS,"People using at least basic drinking water services, rural (% of rural population)",Health
SH.H2O.BASW.UR.ZS,"People using at least basic drinking water services, urban (% of urban population)",Health
SH.STA.BASS.ZS,People using at least basic sanitation services (% of population),Health
SH.STA.BASS.RU.ZS,"People using at least basic sanitation services, rural (% of rural population)",Health
SH.STA.BASS.UR.ZS,"People using at least basic sanitation services, urban (% of urban population)",Health
SH.H2O.SMDW.ZS,People using safely managed drinking water services (% of population),Health
SH.H2O.SMDW.RU.ZS,"People using safely managed drinking water services, rural (% of rural population)",Health
SH.H2O.SMDW.UR.ZS,"People using safely managed drinking water services, urban (% of urban population)",Health
SH.STA.SMSS.ZS,People using safely managed sanitation services (% of population),Health
SH.STA.SMSS.RU.ZS,"People using safely managed sanitation services, rural (% of rural population)",Health
SH.STA.SMSS.UR.ZS,"People using safely managed sanitation services, urban (% of urban population)",Health
SH.STA.HYGN.ZS,People with basic handwashing facilities including soap and water (% of population),Health
SH.STA.HYGN.RU.ZS,"People with basic handwashing facilities including soap and water, rural (% of rural population)",Health
SH.STA.HYGN.UR.ZS,"People with basic handwashing facilities including soap and water, urban (% of urban population)",Health
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",Health
SP.POP.0014.TO.ZS,Population ages 0-14 (% of total population),Health
SP.POP.0014.FE.IN,"Population ages 0-14, female",Health
SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",Health
SP.POP.0014.MA.IN,"Population ages 0-14, male",Health
SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)",Health
SP.POP.0014.TO,"Population ages 0-14, total",Health
SP.POP.0004.FE.5Y,"Population ages 00-04, female (% of female population)",Health
SP.POP.0004.MA.5Y,"Population ages 00-04, male (% of male population)",Health
SP.POP.0509.FE.5Y,"Population ages 05-09, female (% of female population)",Health
SP.POP.0509.MA.5Y,"Population ages 05-09, male (% of male population)",Health
SP.POP.1014.FE.5Y,"Population ages 10-14, female (% of female population)",Health
SP.POP.1014.MA.5Y,"Population ages 10-14, male (% of male population)",Health
SP.POP.1519.FE.5Y,"Population ages 15-19, female (% of female population)",Health
SP.POP.1519.MA.5Y,"Population ages 15-19, male (% of male population)",Health
SP.POP.1564.TO.ZS,Population ages 15-64 (% of total population),Health
SP.POP.1564.FE.IN,"Population ages 15-64, female",Health
SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)",Health
SP.POP.1564.MA.IN,"Population ages 15-64, male",Health
SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)",Health
SP.POP.1564.TO,"Population ages 15-64, total",Health
SP.POP.2024.FE.5Y,"Population ages 20-24, female (% of female population)",Health
SP.POP.2024.MA.5Y,"Population ages 20-24, male (% of male population)",Health
SP.POP.2529.FE.5Y,"Population ages 25-29, female (% of female population)",Health
SP.POP.2529.MA.5Y,"Population ages 25-29, male (% of male population)",Health
SP.POP.3034.FE.5Y,"Population ages 30-34, female (% of female population)",Health
SP.POP.3034.MA.5Y,"Population ages 30-34, male (% of male population)",Health
SP.POP.3539.FE.5Y,"Population ages 35-39, female (% of female population)",Health
SP.POP.3539.MA.5Y,"Population ages 35-39, male (% of male population)",Health
SP.POP.4044.FE.5Y,"Population ages 40-44, female (% of female population)",Health
SP.POP.4044.MA.5Y,"Population ages 40-44, male (% of male population)",Health
SP.POP.4549.FE.5Y,"Population ages 45-49, female (% of female population)",Health
SP.POP.4549.MA.5Y,"Population ages 45-49, male (% of male population)",Health
SP.POP.5054.FE.5Y,"Population ages 50-54, female (% of female population)",Health
SP.POP.5054.MA.5Y,"Population ages 50-54, male (% of male population)",Health
SP.POP.5559.FE.5Y,"Population ages 55-59, female (% of female population)",Health
SP.POP.5559.MA.5Y,"Population ages 55-59, male (% of male population)",Health
SP.POP.6064.FE.5Y,"Population ages 60-64, female (% of female population)",Health
SP.POP.6064.MA.5Y,"Population ages 60-64, male (% of male population)",Health
SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population),Health
SP.POP.65UP.FE.IN,"Population ages 65 and above, female",Health
SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)",Health
SP.POP.65UP.MA.IN,"Population ages 65 and above, male",Health
SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",Health
SP.POP.65UP.TO,"Population ages 65 and above, total",Health
SP.POP.6569.FE.5Y,"Population ages 65-69, female (% of female population)",Health
SP.POP.6569.MA.5Y,"Population ages 65-69, male (% of male population)",Health
SP.POP.7074.FE.5Y,"Population ages 70-74, female (% of female population)",Health
SP.POP.7074.MA.5Y,"Population ages 70-74, male (% of male population)",Health
SP.POP.7579.FE.5Y,"Population ages 75-79, female (% of female population)",Health
SP.POP.7579.MA.5Y,"Population ages 75-79, male (% of male population)",Health
SP.POP.80UP.FE.5Y,"Population ages 80 and above, female (% of female population)",Health
SP.POP.80UP.MA.5Y,"Population ages 80 and above, male (% of male population)",Health
SP.POP.GROW,Population growth (annual %),Health
SP.POP.TOTL.FE.IN,"Population, female",Health
SP.POP.TOTL.FE.ZS,"Population, female (% of total population)",Health
SP.POP.TOTL.MA.IN,"Population, male",Health
SP.POP.TOTL.MA.ZS,"Population, male (% of total population)",Health
SP.POP.TOTL,"Population, total",Health
SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%),Health
SH.HIV.1524.FE.ZS,"Prevalence of HIV, female (% ages 15-24)",Health
SH.HIV.1524.MA.ZS,"Prevalence of HIV, male (% ages 15-24)",Health
SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)",Health
SH.ANM.CHLD.ZS,Prevalence of anemia among children (% of children ages 6-59 months),Health
SH.ANM.NPRG.ZS,Prevalence of anemia among non-pregnant women (% of women ages 15-49),Health
SH.PRG.ANEM,Prevalence of anemia among pregnant women (%),Health
SH.ANM.ALLW.ZS,Prevalence of anemia among women of reproductive age (% of women ages 15-49),Health
SH.PRV.SMOK,Prevalence of current tobacco use (% of adults),Health
SH.PRV.SMOK.FE,"Prevalence of current tobacco use, females (% of female adults)",Health
SH.PRV.SMOK.MA,"Prevalence of current tobacco use, males (% of male adults)",Health
SN.ITK.MSFI.ZS,Prevalence of moderate or severe food insecurity in the population (%),Health
SH.STA.OWGH.ME.ZS,"Prevalence of overweight (modeled estimate, % of children under 5)",Health
SH.STA.OWGH.ZS,"Prevalence of overweight, weight for height (% of children under 5)",Health
SH.STA.OWGH.FE.ZS,"Prevalence of overweight, weight for height, female (% of children under 5)",Health
SH.STA.OWGH.MA.ZS,"Prevalence of overweight, weight for height, male (% of children under 5)",Health
SN.ITK.SVFI.ZS,Prevalence of severe food insecurity in the population (%),Health
SH.SVR.WAST.ZS,"Prevalence of severe wasting, weight for height (% of children under 5)",Health
SH.SVR.WAST.FE.ZS,"Prevalence of severe wasting, weight for height, female (% of children under 5)",Health
SH.SVR.WAST.MA.ZS,"Prevalence of severe wasting, weight for height, male (% of children under 5)",Health
SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)",Health
SH.STA.STNT.ME.ZS,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",Health
SH.STA.STNT.FE.ZS,"Prevalence of stunting, height for age, female (% of children under 5)",Health
SH.STA.STNT.MA.ZS,"Prevalence of stunting, height for age, male (% of children under 5)",Health
SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population),Health
SH.STA.MALN.ZS,"Prevalence of underweight, weight for age (% of children under 5)",Health
SH.STA.MALN.FE.ZS,"Prevalence of underweight, weight for age, female (% of children under 5)",Health
SH.STA.MALN.MA.ZS,"Prevalence of underweight, weight for age, male (% of children under 5)",Health
SH.STA.WAST.ZS,"Prevalence of wasting, weight for height (% of children under 5)",Health
SH.STA.WAST.FE.ZS,"Prevalence of wasting, weight for height, female (% of children under 5)",Health
SH.STA.WAST.MA.ZS,"Prevalence of wasting, weight for height, male (% of children under 5)",Health
SH.UHC.NOP1.ZS,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
SH.UHC.NOP2.ZS,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
SH.UHC.NOPR.ZS,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),Health
SH.UHC.FBP1.ZS,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
SH.UHC.FBP2.ZS,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
SH.UHC.FBPR.ZS,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),Health
SH.UHC.TOT1.ZS,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
SH.UHC.TOT2.ZS,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),Health
SH.UHC.TOTR.ZS,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),Health
SH.UHC.OOPC.10.ZS,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),Health
SH.UHC.OOPC.25.ZS,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),Health
SG.VAW.1549.ZS,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),Health
SM.POP.REFG,Refugee population by country or territory of asylum,Health
SM.POP.REFG.OR,Refugee population by country or territory of origin,Health
SH.SGR.CRSK.ZS,Risk of catastrophic expenditure for surgical care (% of people at risk),Health
SH.SGR.IRSK.ZS,Risk of impoverishing expenditure for surgical care (% of people at risk),Health
SP.POP.BRTH.MF,Sex ratio at birth (male births per female births),Health
SH.MED.SAOP.P5,"Specialist surgical workforce (per 100,000 population)",Health
SH.STA.SUIC.P5,"Suicide mortality rate (per 100,000 population)",Health
SH.STA.SUIC.FE.P5,"Suicide mortality rate, female (per 100,000 female population)",Health
SH.STA.SUIC.MA.P5,"Suicide mortality rate, male (per 100,000 male population)",Health
SP.DYN.TO65.FE.ZS,"Survival to age 65, female (% of cohort)",Health
SP.DYN.TO65.MA.ZS,"Survival to age 65, male (% of cohort)",Health
SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Health
SH.ALC.PCAP.LI,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",Health
SH.ALC.PCAP.FE.LI,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",Health
SH.ALC.PCAP.MA.LI,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",Health
SH.TBS.DTEC.ZS,"Tuberculosis case detection rate (%, all forms)",Health
SH.TBS.CURE.ZS,Tuberculosis treatment success rate (% of new cases),Health
SH.UHC.SRVS.CV.XD,UHC service coverage index,Health
SP.UWT.TFRT,Unmet need for contraception (% of married women ages 15-49),Health
SH.MLR.NETS.ZS,Use of insecticide-treated bed nets (% of under-5 population),Health
SN.ITK.VITA.ZS,Vitamin A supplementation coverage rate (% of children ages 6-59 months),Health
SP.DYN.WFRT,Wanted fertility rate (births per woman),Health
SG.VAW.REAS.ZS,Women who believe a husband is justified in beating his wife (any of five reasons) (%),Health
SG.VAW.ARGU.ZS,Women who believe a husband is justified in beating his wife when she argues with him (%),Health
SG.VAW.BURN.ZS,Women who believe a husband is justified in beating his wife when she burns the food (%),Health
SG.VAW.GOES.ZS,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),Health
SG.VAW.NEGL.ZS,Women who believe a husband is justified in beating his wife when she neglects the children (%),Health
SG.VAW.REFU.ZS,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),Health
SP.M15.2024.FE.ZS,Women who were first married by age 15 (% of women ages 20-24),Health
SP.M18.2024.FE.ZS,Women who were first married by age 18 (% of women ages 20-24),Health
SH.DYN.AIDS.FE.ZS,Women's share of population ages 15+ living with HIV (%),Health
SH.HIV.INCD.YG,Young people (ages 15-24) newly infected with HIV,Health
IS.AIR.GOOD.MT.K1,"Air transport, freight (million ton-km)",Infrastructure
IS.AIR.PSGR,"Air transport, passengers carried",Infrastructure
IS.AIR.DPRT,"Air transport, registered carrier departures worldwide",Infrastructure
ER.H2O.FWAG.ZS,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Infrastructure
ER.H2O.FWDM.ZS,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",Infrastructure
ER.H2O.FWIN.ZS,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",Infrastructure
ER.H2O.FWTL.ZS,"Annual freshwater withdrawals, total (% of internal resources)",Infrastructure
ER.H2O.FWTL.K3,"Annual freshwater withdrawals, total (billion cubic meters)",Infrastructure
IS.SHP.GOOD.TU,Container port traffic (TEU: 20 foot equivalent units),Infrastructure
EG.USE.ELEC.KH.PC,Electric power consumption (kWh per capita),Infrastructure
EG.ELC.LOSS.ZS,Electric power transmission and distribution losses (% of output),Infrastructure
EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),Infrastructure
EG.ELC.HYRO.ZS,Electricity production from hydroelectric sources (% of total),Infrastructure
EG.ELC.NGAS.ZS,Electricity production from natural gas sources (% of total),Infrastructure
EG.ELC.NUCL.ZS,Electricity production from nuclear sources (% of total),Infrastructure
EG.ELC.PETR.ZS,Electricity production from oil sources (% of total),Infrastructure
IT.NET.BBND,Fixed broadband subscriptions,Infrastructure
IT.NET.BBND.P2,Fixed broadband subscriptions (per 100 people),Infrastructure
IT.MLT.MAIN,Fixed telephone subscriptions,Infrastructure
IT.MLT.MAIN.P2,Fixed telephone subscriptions (per 100 people),Infrastructure
TX.VAL.ICTG.ZS.UN,ICT goods exports (% of total goods exports),Infrastructure
TM.VAL.ICTG.ZS.UN,ICT goods imports (% total goods imports),Infrastructure
BX.GSR.CCIS.ZS,"ICT service exports (% of service exports, BoP)",Infrastructure
BX.GSR.CCIS.CD,"ICT service exports (BoP, current US$)",Infrastructure
IT.NET.USER.ZS,Individuals using the Internet (% of population),Infrastructure
IP.IDS.NRCT,"Industrial design applications, nonresident, by count",Infrastructure
IP.IDS.RSCT,"Industrial design applications, resident, by count",Infrastructure
IE.PPI.ICTI.CD,Investment in ICT with private participation (current US$),Infrastructure
IE.PPI.ENGY.CD,Investment in energy with private participation (current US$),Infrastructure
IE.PPI.TRAN.CD,Investment in transport with private participation (current US$),Infrastructure
IE.PPI.WATR.CD,Investment in water and sanitation with private participation (current US$),Infrastructure
IS.SHP.GCNW.XQ,Liner shipping connectivity index (maximum value in 2004 = 100),Infrastructure
IT.CEL.SETS,Mobile cellular subscriptions,Infrastructure
IT.CEL.SETS.P2,Mobile cellular subscriptions (per 100 people),Infrastructure
IE.PPN.ICTI.CD,Public private partnerships investment in ICT (current US$),Infrastructure
IE.PPN.ENGY.CD,Public private partnerships investment in energy (current US$),Infrastructure
IE.PPN.TRAN.CD,Public private partnerships investment in transport (current US$),Infrastructure
IE.PPN.WATR.CD,Public private partnerships investment in water and sanitation (current US$),Infrastructure
IS.RRS.TOTL.KM,Rail lines (total route-km),Infrastructure
IS.RRS.GOOD.MT.K6,"Railways, goods transported (million ton-km)",Infrastructure
IS.RRS.PASG.KM,"Railways, passengers carried (million passenger-km)",Infrastructure
ER.H2O.INTR.PC,Renewable internal freshwater resources per capita (cubic meters),Infrastructure
ER.H2O.INTR.K3,"Renewable internal freshwater resources, total (billion cubic meters)",Infrastructure
IT.NET.SECR,Secure Internet servers,Infrastructure
IT.NET.SECR.P6,Secure Internet servers (per 1 million people),Infrastructure
IP.TMK.NRCT,"Trademark applications, nonresident, by count",Infrastructure
IP.TMK.RSCT,"Trademark applications, resident, by count",Infrastructure
SI.SPR.PC40.ZG,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",Poverty
SI.SPR.PCAP.ZG,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",Poverty
SI.POV.GINI,Gini index,Poverty
SI.DST.04TH.20,Income share held by fourth 20%,Poverty
SI.DST.10TH.10,Income share held by highest 10%,Poverty
SI.DST.05TH.20,Income share held by highest 20%,Poverty
SI.DST.FRST.10,Income share held by lowest 10%,Poverty
SI.DST.FRST.20,Income share held by lowest 20%,Poverty
SI.DST.02ND.20,Income share held by second 20%,Poverty
SI.DST.03RD.20,Income share held by third 20%,Poverty
SI.POV.MDIM,Multidimensional poverty headcount ratio (% of total population),Poverty
SI.POV.MDIM.17,"Multidimensional poverty headcount ratio, children (% of population ages 0-17)",Poverty
SI.POV.MDIM.FE,"Multidimensional poverty headcount ratio, female (% of female population)",Poverty
SI.POV.MDIM.HH,"Multidimensional poverty headcount ratio, household (% of total households)",Poverty
SI.POV.MDIM.MA,"Multidimensional poverty headcount ratio, male (% of male population)",Poverty
SI.POV.MDIM.XQ,Multidimensional poverty index (scale 0-1),Poverty
SI.POV.MDIM.17.XQ,"Multidimensional poverty index, children (population ages 0-17) (scale 0-1)",Poverty
SI.POV.MDIM.IT,Multidimensional poverty intensity (average share of deprivations experienced by the poor),Poverty
EN.POP.SLUM.UR.ZS,Population living in slums (% of urban population),Poverty
SI.POV.GAPS,Poverty gap at $2.15 a day (2017 PPP) (%),Poverty
SI.POV.LMIC.GP,Poverty gap at $3.65 a day (2017 PPP) (%),Poverty
SI.POV.UMIC.GP,Poverty gap at $6.85 a day (2017 PPP) (%),Poverty
SI.POV.DDAY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),Poverty
SI.POV.LMIC,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),Poverty
SI.POV.UMIC,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),Poverty
SI.POV.NAHC,Poverty headcount ratio at national poverty lines (% of population),Poverty
SI.DST.50MD,Proportion of people living below 50 percent of median income (%),Poverty
SI.SPR.PC40,"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)",Poverty
SI.SPR.PCAP,"Survey mean consumption or income per capita, total population (2017 PPP $ per day)",Poverty
TX.VAL.AGRI.ZS.UN,Agricultural raw materials exports (% of merchandise exports),Private Sector
TM.VAL.AGRI.ZS.UN,Agricultural raw materials imports (% of merchandise imports),Private Sector
IC.CUS.DURS.EX,Average time to clear exports through customs (days),Private Sector
TM.TAX.MRCH.BC.ZS,"Binding coverage, all products (%)",Private Sector
TM.TAX.MANF.BC.ZS,"Binding coverage, manufactured products (%)",Private Sector
